ID Jugador;ID_Equipo;Partidos_Jugados;Puntos;Asistencias;Reb_Off;Reb_Def;Rebotes;T2%;T3%;T1%;%_Pts_T2;%_Pts_T3;%_Pts_T1;Robos;Perdidas;Tapones;Tapones_Recibidos;Faltas_Cometidas;Faltas_Recibidas;Valoracion_PIR;eFG%;TS%;3PAr;AST_TO_Ratio;PPM;Game_Score;Minutos_Dec;Puntos_totales;Asistencias_totales;Rebotes_totales;Robos_totales;Tapones_totales;Perdidas_totales;Triples_metidos_totales;Tiros_media_distancia_metidos_totales;valoracion_total
14177;DUB;2;4;0;0,5;0;0,5;100;33,33;0;25;75;0;0,5;1;0;0;0;0;2;57,14;57,14;0,857;0;0,62;2;6,4;8;0;1;1;0;2;2;1;4
8851;ASV;18;0,44;0,22;0,22;0,39;0,61;100;18,03;0;27,27;75;0;0,17;0,06;0,06;0;0,72;0,06;0,28;33,58;32,84;0,91;3,67;0,07;0,33;6,5;8;4;11;3;1;1;2;1;5
8032;BAS;14;0,57;0,07;0,07;0,14;0,21;100;40,24;0;25,56;75,94;0;0,07;0,14;0;0;0,07;0,14;0,64;67,05;66,06;0,831;0,5;0,18;0,4;3,15;8;1;3;1;0;2;2;1;9
1810;CED;4;2;1,25;0;1;1;66,67;0;0;100;0;0;0,25;0,75;0;0,25;1,75;0,75;0,5;33,33;33,33;0,5;1,67;0,23;0,28;8,71;8;5;4;1;0;3;0;4;2
13666;MAD;2;4;0,5;0;1,5;1,5;50;0;100;75;0;25;0;2;0;0;0,5;0,5;0,5;30;36,76;0,4;0,25;0,39;-0,3;10,32;8;1;3;0;0;4;0;3;1
11925;ZAL;2;4;1;0;1,5;1,5;44,44;0;0;100;0;0;0,5;3;0;0,5;1,5;1,5;0;36,36;36,36;0,182;0,33;0,36;-1;11,18;8;2;3;1;0;6;0;4;0
BAP;ROM;2;3,5;0;0,5;1,5;2;50;100;0;57,14;42,86;0;0;0,5;1,5;0;0,5;0;5;70;70;0,2;0;0,36;3,5;9,79;7;0;4;0;3;1;1;2;10
14107;BAS;11;0,64;0,27;0;0,55;0,55;32,73;12,33;0;56,25;42,19;0;0,27;0,55;0;0;0,82;0,18;-0,45;24,61;25;0,57;0,49;0,11;-0,4;5,94;7;3;6;3;0;6;1;2;-5
10985;RED;5;1,4;1,6;0,6;0,4;1;37,5;0;100;85,71;0;14,29;0,2;0,4;0;0,2;0,8;0,4;1,6;27,27;30,59;0,273;4;0,17;1,24;8,23;7;8;5;1;0;2;0;3;8
3331;PAN;6;1,17;0;0;0,67;0,67;42,74;0;51,52;85,47;0;14,53;0;1,33;0;0,5;1;0,67;-1,17;42,74;44,48;0;0;0,18;-1,04;6,42;7;0;4;0;0;8;0;3;-7
2618;KHI;8;0,88;0,25;0,5;1,25;1,75;100;16,67;100;28,57;42,86;28,57;0,38;0,38;0;0;1,62;0,62;1,25;35,71;44,42;0,857;0,67;0,09;0,61;9,34;7;2;14;3;0;3;1;1;10
4324;NIK;10;0,7;0,2;0,2;0,5;0,7;100;9,09;100;28,57;42,86;28,57;0;0,1;0;0;0,9;0,1;-0,3;20,83;27,17;0,917;2;0,12;-0,09;5,99;7;2;7;0;0;1;1;1;-3
2092;BAM;4;1,75;0;0;0;0;100;25;0;57,14;42,86;0;0;0,5;0;0;0,75;0;-0,25;58,33;58,33;0,667;0;0,39;0,2;4,49;7;0;0;0;0;2;1;2;-1
3532;SOP;1;7;1;1;1;2;60;0;33,33;85,71;0;14,29;1;2;0;1;3;3;2;42,86;42,07;0,286;0,5;0,43;2;16,23;7;1;2;1;0;2;0;3;2
2987;KHI;1;6;2;3;4;7;75;0;0;100;0;0;1;1;1;0;3;1;12;60;60;0,2;2;0,25;7,9;24,17;6;2;7;1;1;1;0;3;12
7991;IST;8;0,75;0,12;0;0,12;0,12;50,67;0;0;101,33;0;0;0,12;0,5;0;0;0,62;0,12;-0,75;30,4;30;0,4;0,24;0,12;-0,48;6,18;6;1;1;1;0;4;0;3;-6
3389;LMG;6;1;0,5;0,5;0,67;1,17;51,52;0;100;34;0;67;0;0,67;0,17;0;1,17;0,33;0,5;17;38,62;0,67;0,75;0,14;0,25;7,09;6;3;7;0;1;4;0;1;3
13027;VIR;6;1;0,17;0,17;0,33;0,5;100;0;0;100;0;0;0,33;0;0;0;0,67;0;0,5;37,59;37,59;0,624;2,04;0,24;0,67;4,22;6;1;3;2;0;0;0;3;3
4918;GAL;1;6;1;1;2;3;25;0;100;66,67;0;33,33;0;2;0;1;2;1;-1;22,22;30,36;0,111;0,5;0,37;-0,3;16,42;6;1;3;0;0;2;0;2;-1
LVA;CIB;6;1;0;0,17;0,83;1;11,33;25,37;100;34;51;17;0,5;0,5;0,17;0,17;1,5;0,33;-1;19,59;22,27;0,309;0;0,09;-0,5;11,4;6;0;6;3;1;3;1;1;-6
3424;TEL;7;0,86;0;0;0,14;0,14;0;49,63;0;0;99,5;0;0,14;0,14;0;0,14;0,43;0,29;0,29;59,58;59,88;0,8;0;0,17;0,34;4,92;6;0;1;1;0;1;2;0;2
11626;BER;5;1,2;0;0,2;0,2;0,4;100;0;100;66,67;0;33,33;0,2;0,6;0;0;0,6;0,4;1;100;104,17;0;0;0,17;0,64;6,86;6;0;2;1;0;3;0;2;5
4426;NOV;2;3;0,5;1;3;4;50;0;0;100;0;0;1;0;0;0,5;1;0;5,5;50;50;0;2;0,26;4,05;11,6;6;1;8;2;0;0;0;3;11
TFZ;SOP;4;1,5;0;0;0,5;0,5;100;0;80;33,33;0;66,67;0,5;0,5;0;0;0,5;0,75;1,75;50;71,43;0,5;0;0,31;1,1;4,81;6;0;2;2;0;2;0;1;7
10063;OLY;4;1,5;0;0;1,5;1,5;32,89;0;100;33;0;66,5;1,25;1,25;0;0;0,5;1;2,25;16,45;38,58;0,5;0;0,24;0,8;6,29;6;0;6;5;0;5;0;1;9
8250;MUN;16;0,38;0,06;0,19;0,44;0,63;0;50;0;0;98,18;0;0,19;0,12;0,06;0,06;0,44;0,06;0,56;60;61,11;0,8;0,5;0,09;0,45;4,06;6;1;10;3;1;2;2;0;9
JLA;PAN;15;0,4;0,47;0;0,33;0,33;74,19;0;0;99,5;0;0;0,2;0,13;0;0;0,67;0,07;0,13;49,92;43,74;0,327;3,61;0,1;0,38;3,87;6;7;5;3;0;2;0;3;2
6468;BUD;4;1,5;2,25;1;0,75;1,75;42,86;0;0;100;0;0;0,5;1,25;0;0,25;2,5;0,5;1;33,33;33,33;0,222;1,8;0,09;0,97;17,09;6;9;7;2;0;5;0;3;4
13505;BAR;2;2,5;0,5;0,5;0,5;1;50;100;0;40;60;0;0;0;0;0;0;0,5;4;83,33;83,33;0,333;2;0,7;2,7;3,55;5;1;2;0;0;0;1;1;8
12977;ZAL;2;2,5;2,5;0;0,5;0,5;50;33,33;0;40;60;0;1;0,5;0;0;1;1;4,5;50;50;0,6;5;0,28;3,15;9,07;5;5;1;2;0;1;1;1;9
8177;ULK;1;5;0;0;1;1;100;100;0;40;60;0;0;1;0;0;0;0;5;125;125;0,5;0;0,82;3,7;6,08;5;0;1;0;0;1;1;1;5
4535;BAR;1;5;0;0;1;1;0;100;100;0;60;40;0;0;0;0;0;1;7;150;132,98;1;0;4,07;5;1,23;5;0;1;0;0;0;1;0;7
7759;BAR;5;1;0,4;0,4;0,6;1;16,67;33,33;0;40;60;0;0,2;1,8;0;0,2;0,4;0,2;-1;27,78;27,78;0,333;0,22;0,15;-1,12;6,77;5;2;5;1;0;9;1;1;-5
5846;ZAL;5;1;0,2;0;0,8;0,8;66,67;0;100;80;0;20;0;0,4;0;0;0,4;0,2;0,8;40;45,96;0,4;0,5;0,32;0,28;3,17;5;1;4;0;0;2;0;2;4
3712;PAR;8;0,62;0,25;0,25;0;0,25;40;0;25;80;0;20;0,12;0,12;0;0;0,75;0,38;-0,12;33,33;32,22;0,167;2;0,32;0,1;1,97;5;2;2;1;0;1;0;2;-1
144;NIK;6;0,83;0,17;0;0,17;0,17;51,52;51,52;0;40,96;61,45;0;0,17;0,5;0;0,17;0;0,17;0,5;64,39;62,88;0,5;0,34;0,21;0,34;3,97;5;1;1;1;0;3;1;1;3
4187;CED;1;5;0;0;0;0;50;0;50;40;0;60;0;0;0;1;3;3;-1;33,33;44,33;0,333;0;0,59;0,9;8,5;5;0;0;0;0;0;0;1;-1
KPC;SAS;8;0,62;0,25;0,12;0,5;0,62;31,58;10,71;0;38,71;58,06;0;0,25;0;0;0,12;0,75;0,62;0,25;20;20,67;0,747;4;0,06;0,03;9,75;5;2;5;2;0;0;1;1;2
6487;PAN;3;1,67;0,67;0;0,67;0,67;0;49,25;100;0;59,28;40,12;0;1;0;0,33;1,33;0,67;0,33;49,5;64,49;0,67;0,67;0,31;0,24;5,32;5;2;2;0;0;3;1;0;1
5357;BUD;4;1,25;0;1,25;0,75;2;40;0;25;80;0;20;1;0,5;0;0;2,75;0,75;0,25;40;36,98;0;0;0,16;0,77;7,87;5;0;8;4;0;2;0;2;1
3570;TIV;11;0,45;0,36;0,18;0,36;0,55;19,92;33,77;0;40;61,2;0;0,27;0,27;0;0;0,27;0,27;0,82;31,47;31,09;0,376;1,34;0,21;0,4;2,21;5;4;6;3;0;3;1;1;9
10400;IST;4;1,25;0,5;0;0;0;100;0;50;80;0;20;0,5;0,75;0;0;1;0,5;0,75;100;86,81;0;0,67;0,21;0,7;5,94;5;2;0;2;0;3;0;2;3
7679;TEL;4;1,25;0,25;0,5;0,5;1;33,33;33,33;0;40;60;0;0;0,25;0,25;0,25;0,75;0;0,5;41,67;41,67;0,5;1;0,26;0,7;4,79;5;1;4;0;1;1;1;1;2
5961;CSK;3;1,67;1,33;0;0,67;0,67;100;19,76;0;39,52;59,28;0;0;0,33;0;0;0,33;0;1,67;41,25;41,75;0,835;4,03;0,32;1,2;5,23;5;4;2;0;0;1;1;1;5
2626;LJU;3;1,67;1,33;0;0,33;0,33;0;33;100;0;59,28;40,12;0,33;0,67;0;0,33;1,67;1;0,67;29,64;42,5;0,599;1,99;0,17;0,65;9,7;5;4;1;1;0;2;1;0;2
5848;ZGO;4;1,25;0;0;0,75;0,75;50;33,33;0;40;60;0;0,25;0;0;0;1;0,25;0,75;50;50;0,6;0;0,23;0,65;5,36;5;0;3;1;0;0;1;1;3
5837;NOV;4;1,25;0,25;0;0,5;0,5;33,5;0;50;80,56;0;20,04;0;0,25;0;0;1,25;0,75;0;33,5;36,26;0;1;0,23;-0,13;5,39;5;1;2;0;0;1;0;2;0
5756;BER;2;2;0;0;0,5;0,5;100;0;0;100;0;0;0;0;0;0;1;1;1,5;100;69,44;0;0;0,58;1,05;3,42;4;0;1;0;0;0;0;2;3
LEA;SOP;2;2;0,5;0;0;0;100;0;0;100;0;0;0,5;1;0,5;0;0,5;0,5;2;66,67;66,67;0,333;0,5;0,29;1,35;6,92;4;1;0;1;1;2;0;2;4
13377;ASV;6;0,67;0;0,33;0,67;1;49,25;0;0;98,51;0;0;0,17;0;0,5;0,17;0,67;0,5;0,83;49,25;32,36;0;0;0,18;0,68;3,76;4;0;6;1;3;0;0;2;5
11396;PAN;5;0,8;0,4;0;1;1;33,33;0;100;50;0;50;0;0,4;0,4;0,2;1,2;0,4;0,6;25;40,98;0,25;1;0,15;0,3;5,21;4;2;5;0;2;2;0;1;3
8137;KHI;5;0,8;0;0,2;0;0,2;50;0;0;100;0;0;0;0;0;0,2;0,4;0;0;50;50;0;0;0,42;0,38;1,89;4;0;1;0;0;0;0;2;0
12100;BER;5;0,8;0;0;0,4;0,4;0;100;50;0;75;25;0;0,6;0;0;0,4;0;0;150;106,38;1;0;0,18;0,02;4,48;4;0;2;0;0;3;1;0;0
12263;ASV;5;0,8;0,8;0;1,4;1,4;0;50;50;0;75;25;0;0,4;0;0;1,4;0,8;1,4;50;51,55;0,667;2;0,12;0,4;6,85;4;4;7;0;0;2;1;0;7
4804;KHI;1;4;0;0;0;0;66,67;0;0;100;0;0;1;1;0;0;2;1;1;66,67;58,14;0;0;0,55;1,5;7,32;4;0;0;1;0;1;0;2;1
1928;PAR;1;4;0;4;2;6;0;0;100;0;0;100;0;0;0;0;3;2;6;0;42,02;0;0;0,19;4,1;21,07;4;0;6;0;0;0;0;0;6
3945;RED;3;1,33;0;0;0;0;100;0;0;100,75;0;0;0;0,67;0;0;1,33;0,33;-0,67;100;81,58;0;0;0,24;-0,2;5,57;4;0;0;0;0;2;0;2;-2
1142;PAN;3;1,33;0,67;0;1;1;50,38;0;0;100,75;0;0;0;0;0;0;1;0;1,33;50,38;50;0;4,02;0,29;1,04;4,52;4;2;3;0;0;0;0;2;4
1736;RED;3;1,33;0,67;0;0,33;0,33;0;0;100;0;0;100;0,33;0,67;0;0;1;1;2;0;113,64;0;1;0,34;1,16;3,9;4;2;1;1;0;2;0;0;6
1081;CIB;3;1,33;0;0,33;1;1,33;100;0;0;100,75;0;0;0,67;0;0;0;1;0;2;67;66,5;0,33;0;0,25;1,7;5,22;4;0;4;2;0;0;0;2;6
5909;KHI;3;1,33;0;0,33;1;1,33;40,12;0;0;100,75;0;0;0;0;0;0,33;0,67;0;0,67;40,12;39,82;0;0;0,5;0,69;2,68;4;0;4;0;0;0;0;2;2
7581;DYR;3;1,33;0;0,33;0,33;0,67;67;0;0;100,75;0;0;0;0;0;0;1;0;0,67;67;66,5;0;0;0,37;0,83;3,59;4;0;2;0;0;0;0;2;2
JEI;LIE;2;2;0,5;0;0,5;0,5;100;0;0;100;0;0;0;0;0;0;1,5;0;0,5;50;50;0,5;2;0,35;0,9;5,79;4;1;1;0;0;0;0;2;1
4996;KSK;2;2;0;0;0,5;0,5;33,33;0;0;100;0;0;0,5;0;0;0,5;2;0;-1,5;33,33;33,33;0;0;0,17;0,15;11,82;4;0;1;1;0;0;0;2;-3
6635;RED;2;2;0;0,5;1;1,5;28,57;0;0;100;0;0;0;0,5;0;0;0,5;0;0;28,57;28,57;0;0;0,42;-0,1;4,75;4;0;3;0;0;1;0;2;0
12095;TEL;4;1;1,25;0;1,5;1,5;24,75;0;100;49,62;0;50,38;0,75;0,75;0,5;0;0,75;0,5;1,75;9,91;18,35;0,6;1,66;0,15;0,72;6,69;4;5;6;3;2;3;0;1;7
JSS;MUN;12;0,34;1,34;0;0,5;0,5;23,76;0;49;47,52;0;48,51;0;0,58;0;0,08;1,17;0,5;0,17;13,71;23,06;0,423;2,29;0,05;-0,07;6,72;4;16;6;0;0;7;0;1;2
6900;ZAL;4;1;1;0;0,75;0,75;66,78;0;0;100,75;0;0;0,25;0,75;0,25;0,25;0,5;0,25;0,75;28,71;28,5;0,57;1,33;0,16;0,36;6,34;4;4;3;1;1;3;0;2;3
7524;ZAL;4;1;0,75;0,25;0,5;0,75;50;0;0;100;0;0;0,25;0,25;0;0,25;0;0,25;2;50;50;0;3;0,24;1,35;4,14;4;3;3;1;0;1;0;2;8
7516;ZAL;4;1;0;0,25;0,25;0,5;0;0;80;0;0;100;0;0;0;0,25;0,75;0,5;0,25;0;47,62;0,5;0;0,3;0,5;3,34;4;0;2;0;0;0;0;0;1
13028;VIR;5;0,8;0,4;0;0,6;0,6;40;0;0;100;0;0;0,2;1,4;0;0;1,4;0,4;-1,2;33,33;33,33;0,167;0,29;0,08;-1,18;9,9;4;2;3;1;0;7;0;2;-6
14141;DUB;7;0,57;0,29;0,14;0,57;0,71;67,44;0;0;101,75;0;0;0,14;0,57;0;0;1,43;0,14;-0,57;40,28;39,58;0,403;0,51;0,1;-0,35;5,71;4;2;5;1;0;4;0;2;-4
2007;LIE;6;0,67;0,33;0;0,33;0,33;100;0;100;50,75;0;49,25;0,33;0;0;0;1;0,5;0,83;34;51,92;0,66;3,96;0,18;0,65;3,77;4;2;2;2;0;0;0;1;5
7483;PRS;4;1;0;0;1,5;1,5;50,38;0;0;100,75;0;0;0;0;0;0;0,75;0,25;1,5;50,38;50;0;0;0,13;0,65;7,4;4;0;6;0;0;0;0;2;6
2826;BAS;4;1;0;0,25;0,25;0,5;0;32,89;49,25;0;74,44;24,81;0;0,25;0;0,25;0,5;0,25;-0,5;29,58;33,79;0,6;0;0,41;-0,09;2,46;4;0;2;0;0;1;1;0;-2
KLN;KHI;4;1;0,5;0,5;0,75;1,25;100;0;49,63;50,13;0;49,87;0,25;0;0,25;0;0,25;0,75;3;50,25;53,14;0,497;3,98;0,16;1,8;6,19;4;2;5;1;1;0;0;1;12
3926;BAR;6;0,66;0,34;0;0;0;0;19,76;49,25;0;74,44;24,81;0;0,16;0;0;0;0,34;0,34;29,64;33,85;1;2,03;0,22;0,15;3,08;4;2;0;0;0;1;1;0;2
12126;MUN;1;4;0;1;0;1;100;0;0;100;0;0;0;1;0;0;0;0;4;100;100;0;0;0,56;3,1;7,17;4;0;1;0;0;1;0;2;4
7634;MAD;1;3;1;0;0;0;0;50;0;0;100;0;0;1;0;1;0;1;1;50;50;0,667;1;0,35;1;8,55;3;1;0;0;0;1;1;0;1
3435;;1;3;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;3;150;150;1;0;1,52;2,7;1,97;3;0;0;0;0;0;1;0;3
14105;BAS;1;3;0;0;1;1;0;100;0;0;100;0;0;0;0;0;0;0;2;50;50;0,333;0;1,14;1,6;2,63;3;0;1;0;0;0;1;0;2
6594;UNK;1;3;0;0;0;0;0;50;0;0;100;0;0;1;0;0;1;0;0;75;75;1;0;0,36;0,6;8,37;3;0;0;0;0;1;1;0;0
13283;HTA;10;0,3;0,1;0,2;0,3;0,5;0;100;0;0;100;0;0;0,2;0;0;0,5;0;0,1;75;75;0,5;0,5;0,14;0,1;2,16;3;1;5;0;0;2;1;0;1
9817;PAN;8;0,38;0;0;0,25;0,25;0;100;0;0;94,74;0;0;0;0;0;0,62;0,38;0,12;150;82,61;1;0;0,18;0,07;2,07;3;0;2;0;0;0;1;0;1
12317;BAR;6;0,5;0;0;0;0;100;0;25;66,67;0;33,33;0;0,33;0;0;0,33;0,67;-0,17;50;39,89;0,5;0;0,21;-0,33;2,33;3;0;0;0;0;2;0;1;-1
11242;BAS;6;0,5;0;0;0,33;0,33;0;25,37;0;0;102;0;0;0,33;0;0;0;0;0;38,06;37,31;1;0;0,12;-0,13;4,33;3;0;2;0;0;2;1;0;0
12103;BAR;2;1,5;0;0;0,5;0,5;100;0;50;66,67;0;33,33;0;0;0;0;0,5;0,5;1;50;52,08;0,5;0;1,22;0,75;1,23;3;0;1;0;0;0;0;1;2
6273;VIR;2;1,5;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0,5;0;1;150;150;1;0;1,34;1,15;1,12;3;0;0;0;0;0;1;0;2
10628;DYR;5;0,6;0,2;0,2;0;0,2;33,33;0;100;66,67;0;33,33;0,6;0,2;0;0;0,4;0,2;0;14,29;20,16;0,571;1;0,11;0,22;5,26;3;1;1;3;0;1;0;1;0
5350;ULK;3;1;0;0,33;0;0,33;100;0;50;66,67;0;33,33;0;0;0;0;0;0,67;1,33;50;52,08;0,5;0;0,48;0,77;2,08;3;0;1;0;0;0;0;1;4
THB;BAS;2;1,5;0,5;0;0;0;33,33;0;100;66,67;0;33,33;0;1;0;0;1;1;-1;20;27,57;0,4;0,5;0,28;-1,1;5,43;3;1;0;0;0;2;0;1;-2
4808;BER;3;1;0;0,33;0,33;0,67;14,16;0;24,81;66;0;33;0;0;0;0,33;1,33;1;-2;14,16;17,15;0;0;0,14;-1,1;7,19;3;0;2;0;0;0;0;1;-6
BDF;LJU;3;1;2,67;1;0,67;1,67;14,16;0;49,25;66;0;33;0;2,67;0;0;2,67;1;-3,33;7,62;10,81;0,462;1;0,04;-3;22,64;3;8;5;0;0;8;0;1;-10
4120;CTU;4;0,75;0,25;0;0;0;0;0;100;0;0;100;0;0,25;0;0,25;0,25;0,75;0;0;28,2;0,5;1;0,13;-0,12;5,65;3;1;0;0;0;1;0;0;0
12784;ZAL;4;0,75;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0,75;150;150;1;0;0,89;0,68;0,84;3;0;0;0;0;0;1;0;3
LZO;MIL;4;0,75;0,25;0;0,5;0,5;0;100;0;0;100;0;0;0,25;0;0;0,75;0;0,25;75;75;0,5;1;0,48;0,27;1,56;3;1;2;0;0;1;1;0;1
1604;LIE;3;1;0,33;0;0,67;0,67;33;0;49,25;66;0;33;0;0,33;0;0;0,67;0,67;0,67;33;38,62;0;1;0,14;0,13;7,19;3;1;2;0;0;1;0;1;2
8163;MCO;5;0,6;0,2;0;0,2;0,2;0;33,33;0;0;100;0;0,2;0,2;0;0,2;1;0;-0,8;37,5;37,5;0,75;1;0,22;-0,08;2,71;3;1;1;1;0;1;1;0;-4
11317;ULK;4;0,75;1,5;0;0,5;0,5;0;16,67;0;0;100;0;0;1;0;0;0,75;0,5;-0,5;16,67;16,67;0,667;1,5;0,08;-0,83;9,01;3;6;2;0;0;4;1;0;-2
7122;ULK;1;2;1;0;1;1;100;0;0;100;0;0;1;0;1;0;3;1;3;50;50;0,5;2;0,18;2,5;11,18;2;1;1;1;1;0;0;1;3
10057;OLY;1;2;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;2;100;100;0;0;1,54;1,7;1,3;2;0;0;0;0;0;0;1;2
1589;MAD;1;2;0;0;0;0;33,33;0;0;100;0;0;0;1;1;0;1;0;-1;33,33;33,33;0;0;0,64;-0,4;3,12;2;0;0;0;1;1;0;1;-1
6693;IST;6;0,33;0,17;0,17;0,17;0,33;16,67;0;0;100;0;0;0;0,17;0;0,17;0,5;0,17;-1,17;11,11;11,11;0,333;1;0,11;-0,73;3,16;2;1;2;0;0;1;0;1;-7
4215;MAL;9;0,22;0,11;0;0,22;0,22;0;0;100;0;0;100;0;0,11;0;0;0,11;0,33;0,56;0;53,48;0;1;0,19;0,13;1,2;2;1;2;0;0;1;0;0;5
10798;PAN;7;0,28;0,15;0;0;0;51,52;0;0;103,03;0;0;0;0,28;0;0;0,29;0;-0,43;34;33;0,34;0,52;0,12;-0,26;2,37;2;1;0;0;0;2;0;1;-3
5207;GSS;6;0,33;0,17;0,17;0,17;0,33;100;0;0;103,03;0;0;0,17;0,5;0;0;1;0,17;-0,83;25,37;24,63;0,746;0,34;0,07;-0,51;4,89;2;1;2;1;0;3;0;1;-5
7560;CAN;1;2;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;1;50;50;0,5;0;0,73;1;2,73;2;0;0;0;0;0;0;1;1
5095;NTR;1;2;0;0;0;0;100;0;0;100;0;0;1;1;0;0;0;0;1;50;50;0,5;0;0,4;1;5;2;0;0;1;0;1;0;1;1
1097;PAM;1;2;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;2;100;100;0;0;0,79;1,7;2,53;2;0;0;0;0;0;0;1;2
JCS;BAR;1;2;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;2;100;100;0;0;0,68;1,7;2,92;2;0;0;0;0;0;0;1;2
5860;ZAL;1;2;1;0;2;2;100;0;0;100;0;0;0;1;0;0;2;0;2;100;100;0;1;0,2;1,2;10;2;1;2;0;0;1;0;1;2
12197;BAR;1;2;0;0;1;1;100;0;0;100;0;0;0;1;0;0;1;0;1;100;100;0;0;1,27;0,6;1,57;2;0;1;0;0;1;0;1;1
2013;KLA;1;2;0;0;1;1;50;0;0;100;0;0;0;0;0;0;0;0;1;33,33;33,33;0,333;0;0,4;0,6;5;2;0;1;0;0;0;0;1;1
CCI;ROM;4;0,5;0;0;0;0;50;0;0;100;0;0;0;0;0;0;0;0;0;33,33;33,33;0,333;0;0,21;0,08;2,35;2;0;0;0;0;0;0;1;0
3836;MCO;4;0,5;0,5;0;0;0;33,33;0;0;100;0;0;0,25;0,5;0;0;0,25;0;-0,25;25;25;0,25;1;0,22;-0,1;2,23;2;2;0;1;0;2;0;1;-1
12365;BAS;5;0,4;0;0,4;0;0,4;50;0;0;100;0;0;0;0;0;0;0,4;0;-0,2;25;25;0,5;0;0,18;0,04;2,2;2;0;2;0;0;0;0;1;-1
4214;MAL;5;0,4;0,2;0;0,2;0,2;100;0;0;100;0;0;0,2;0;0;0,2;0;0;0,4;33,33;33,33;0,667;2;0,27;0,46;1,48;2;1;1;1;0;0;0;1;2
3263;PAR;4;0,5;0;0;0;0;100;0;0;100;0;0;0;0,25;0;0;0;0;0,25;100;100;0;0;1,27;0,18;0,4;2;0;0;0;0;1;0;1;1
5415;BAS;4;0,5;0;0,25;0,75;1;0;0;100;0;0;100;0;0;0;0;0;0,25;0,5;0;17,01;0,8;0;0,15;0,02;3,33;2;0;4;0;0;0;0;0;2
14122;OLY;4;0,5;0;0,5;0;0,5;25;0;0;100;0;0;0;0;0;0;1;0;-1;20;20;0,2;0;0,14;-0,33;3,63;2;0;2;0;0;0;0;1;-4
3522;IST;2;1;0;0,5;0;0,5;50;0;0;100;0;0;0;1;0;0;0,5;0;-1;33,33;33,33;0,333;0;0,25;-0,7;4;2;0;1;0;0;2;0;1;-2
10788;BAS;2;1;1;0;0;0;50;0;0;100;0;0;0;1;0;0;1;0,5;-0,5;33,33;33,33;0,333;1;0,38;-0,55;2,62;2;2;0;0;0;2;0;1;-1
5172;NIK;2;1;0,5;0,5;0;0,5;50;0;0;100;0;0;0;0;0;0;0;0;1,5;50;50;0;2;0,35;1,2;2,82;2;1;1;0;0;0;0;1;3
5100;TIV;2;1;0,5;0;1;1;100;0;0;100;0;0;0;0;0;0;0;0;2,5;100;100;0;2;0,22;1,5;4,47;2;1;2;0;0;0;0;1;5
2970;GAL;3;0,67;0;0;1;1;33;0;0;98,51;0;0;0;0,33;0;0;0,67;0;0;33;33,5;0;0;0,13;-0,2;5;2;0;3;0;0;1;0;1;0
2825;ZAL;3;0,67;0;0,33;0,67;1;0;0;100;0;0;100;0;0,33;0,33;0;1,33;0,33;0,33;0;53,19;0;0;0,09;0,23;7,69;2;0;3;0;1;1;0;0;1
11620;BER;3;0,67;0;0;0;0;100;0;0;98,51;0;0;0;0;0;0;0,33;0;-0,33;33;33,5;0,67;0;0,3;-0,03;2,24;2;0;0;0;0;0;0;1;-1
12168;MAD;3;0,67;0;0;0;0;0;0;100;0;0;100;0;0,33;0;0;0,33;0,33;0,33;0;113,64;0;0;0,42;0,21;1,58;2;0;0;0;0;1;0;0;1
2532;CHL;2;1;0;0;0;0;100;0;0;100;0;0;0;0;0;0;1;0;-0,5;50;50;0,5;0;0,32;0,1;3,14;2;0;0;0;0;0;0;1;-1
3070;PAN;2;1;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0,5;50;50;0,5;0;0,32;0,5;3,12;2;0;0;0;0;0;0;1;1
10105;MAD;3;0,67;0;0;0;0;100;0;0;100;0;0;0;0,33;0;0;1;0;-0,67;100;100;0;0;0,21;-0,17;3,21;2;0;0;0;0;1;0;1;-2
5404;MIL;3;0,67;0;0;0;0;0;0;100;0;0;100;0;0,33;0;0;0,33;1;0,67;0;53,62;1;0;0,35;-0,02;1,9;2;0;0;0;0;1;0;0;2
3501;BER;3;0,67;0;0;0;0;100;0;0;98,51;0;0;0;0,33;0;0;0;0;0,33;100;101,52;0;0;0,35;0,24;1,93;2;0;0;0;0;1;0;1;1
9088;ASV;3;0,67;0;0,33;1;1,33;49,25;0;0;98,51;0;0;0;0,67;0;0,33;0,33;0,67;0,33;33;29,25;0,33;0;0,09;-0,3;7,61;2;0;4;0;0;2;0;1;1
3273;RED;2;1;0;0;1;1;0;0;100;0;0;100;0;0,5;0;0;0,5;0,5;1;0;53,19;0;0;0,23;0,25;4,39;2;0;2;0;0;1;0;0;2
12099;BER;2;1;0;0;0;0;50;0;0;100;0;0;0,5;0,5;0;0;1;0;-0,5;50;50;0;0;0,34;0,1;2,95;2;0;0;1;0;1;0;1;-1
